Pair,Horizon,Magnitude,Position,Threshold,Low,High
EURSEK,1,2,10,0.5,0.38,0.69
EURSEK,2,1,1,0.01,0.56,0.81
EURSEK,2,1,2,0.02,0.56,0.78
EURSEK,2,1,3,0.03,0.24,0.58
EURSEK,2,1,4,0.04,0.31,0.58
EURSEK,2,1,5,0.05,0.36,0.59
EURSEK,2,2,6,0.1,0.31,0.55
EURSEK,2,2,7,0.2,0.31,0.53
EURSEK,2,2,8,0.3,0.32,0.58
EURSEK,2,2,9,0.4,0.33,0.56
EURSEK,2,2,10,0.5,0.35,0.59
EURSEK,3,1,1,0.01,0.45,0.80
EURSEK,3,1,2,0.02,0.38,0.77
EURSEK,3,1,3,0.03,0.31,0.52
EURSEK,3,1,4,0.04,0.27,0.50
EURSEK,3,1,5,0.05,0.27,0.51
EURSEK,3,2,6,0.1,0.30,0.51
EURSEK,3,2,7,0.2,0.26,0.48
EURSEK,3,2,8,0.3,0.28,0.51
EURSEK,3,2,9,0.4,0.36,0.57
EURSEK,3,2,10,0.5,0.35,0.51
EURSEK,3,3,11,1.0,0.43,0.64
EURSEK,4,1,1,0.01,0.51,0.74
EURSEK,4,1,2,0.02,0.48,0.71
EURSEK,4,1,3,0.03,0.29,0.52
EURSEK,4,1,4,0.04,0.26,0.46
EURSEK,4,1,5,0.05,0.29,0.45
EURSEK,4,2,6,0.1,0.29,0.51
EURSEK,4,2,7,0.2,0.25,0.51
EURSEK,4,2,8,0.3,0.30,0.51
EURSEK,4,2,9,0.4,0.34,0.50
EURSEK,4,2,10,0.5,0.29,0.54
EURSEK,4,3,11,1.0,0.41,0.60
EURSEK,5,1,1,0.01,0.41,0.67
EURSEK,5,1,2,0.02,0.43,0.72
EURSEK,5,1,3,0.03,0.40,0.72
EURSEK,5,1,4,0.04,0.28,0.51
EURSEK,5,1,5,0.05,0.23,0.47
EURSEK,5,2,6,0.1,0.28,0.46
EURSEK,5,2,7,0.2,0.21,0.49
EURSEK,5,2,8,0.3,0.26,0.45
EURSEK,5,2,9,0.4,0.29,0.48
EURSEK,5,2,10,0.5,0.29,0.49
EURSEK,5,3,11,1.0,0.34,0.53
EURSEK,6,1,1,0.01,0.46,0.64
EURSEK,6,1,2,0.02,0.38,0.65
EURSEK,6,1,3,0.03,0.37,0.66
EURSEK,6,1,4,0.04,0.37,0.62
EURSEK,6,1,5,0.05,0.34,0.66
EURSEK,6,2,6,0.1,0.25,0.45
EURSEK,6,2,7,0.2,0.22,0.44
EURSEK,6,2,8,0.3,0.22,0.43
EURSEK,6,2,9,0.4,0.27,0.46
EURSEK,6,2,10,0.5,0.24,0.47
EURSEK,6,3,11,1.0,0.26,0.54
EURSEK,6,3,12,1.5,0.32,0.65
EURSEK,6,3,13,2.0,0.52,0.73
EURSEK,7,1,1,0.01,0.39,0.59
EURSEK,7,1,2,0.02,0.41,0.64
EURSEK,7,1,3,0.03,0.40,0.63
EURSEK,7,1,4,0.04,0.36,0.60
EURSEK,7,1,5,0.05,0.40,0.62
EURSEK,7,2,6,0.1,0.24,0.44
EURSEK,7,2,7,0.2,0.27,0.43
EURSEK,7,2,8,0.3,0.22,0.42
EURSEK,7,2,9,0.4,0.25,0.43
EURSEK,7,2,10,0.5,0.24,0.42
EURSEK,7,3,11,1.0,0.25,0.46
EURSEK,7,3,12,1.5,0.29,0.53
EURSEK,7,3,13,2.0,0.39,0.68
USDJPY,1,1,1,0.01,0.54,0.98
USDJPY,1,1,2,0.02,0.30,0.69
USDJPY,1,1,3,0.03,0.33,0.64
USDJPY,1,1,4,0.04,0.36,0.65
USDJPY,1,1,5,0.05,0.40,0.68
USDJPY,1,2,6,0.1,0.35,0.72
USDJPY,1,2,7,0.2,0.26,0.68
USDJPY,1,2,8,0.3,0.36,0.66
USDJPY,1,2,9,0.4,0.36,0.68
USDJPY,1,2,10,0.5,0.49,0.69
USDJPY,2,1,1,0.01,0.50,0.80
USDJPY,2,1,2,0.02,0.52,0.82
USDJPY,2,1,3,0.03,0.33,0.60
USDJPY,2,1,4,0.04,0.35,0.56
USDJPY,2,1,5,0.05,0.28,0.57
USDJPY,2,2,6,0.1,0.26,0.50
USDJPY,2,2,7,0.2,0.30,0.62
USDJPY,2,2,8,0.3,0.33,0.55
USDJPY,2,2,9,0.4,0.30,0.59
USDJPY,2,2,10,0.5,0.30,0.56
USDJPY,2,3,11,1.0,0.33,0.63
USDJPY,3,1,1,0.01,0.52,0.74
USDJPY,3,1,2,0.02,0.36,0.77
USDJPY,3,1,3,0.03,0.40,0.74
USDJPY,3,1,4,0.04,0.34,0.54
USDJPY,3,1,5,0.05,0.26,0.47
USDJPY,3,2,6,0.1,0.28,0.50
USDJPY,3,2,7,0.2,0.32,0.53
USDJPY,3,2,8,0.3,0.26,0.53
USDJPY,3,2,9,0.4,0.31,0.54
USDJPY,3,2,10,0.5,0.38,0.56
USDJPY,3,3,11,1.0,0.35,0.59
USDJPY,4,1,1,0.01,0.36,0.72
USDJPY,4,1,2,0.02,0.36,0.74
USDJPY,4,1,3,0.03,0.42,0.73
USDJPY,4,1,4,0.04,0.50,0.70
USDJPY,4,1,5,0.05,0.27,0.48
USDJPY,4,2,6,0.1,0.28,0.46
USDJPY,4,2,7,0.2,0.29,0.51
USDJPY,4,2,8,0.3,0.29,0.48
USDJPY,4,2,9,0.4,0.33,0.52
USDJPY,4,2,10,0.5,0.28,0.52
USDJPY,4,3,11,1.0,0.28,0.52
USDJPY,4,3,12,1.5,0.46,0.73
USDJPY,5,1,1,0.01,0.43,0.68
USDJPY,5,1,2,0.02,0.40,0.66
USDJPY,5,1,3,0.03,0.39,0.71
USDJPY,5,1,4,0.04,0.27,0.49
USDJPY,5,1,5,0.05,0.24,0.47
USDJPY,5,2,6,0.1,0.29,0.45
USDJPY,5,2,7,0.2,0.29,0.47
USDJPY,5,2,8,0.3,0.24,0.49
USDJPY,5,2,9,0.4,0.26,0.49
USDJPY,5,2,10,0.5,0.28,0.51
USDJPY,5,3,11,1.0,0.29,0.49
USDJPY,5,3,12,1.5,0.36,0.52
USDJPY,6,1,1,0.01,0.34,0.66
USDJPY,6,1,2,0.02,0.39,0.65
USDJPY,6,1,3,0.03,0.41,0.65
USDJPY,6,1,4,0.04,0.45,0.65
USDJPY,6,1,5,0.05,0.43,0.66
USDJPY,6,2,6,0.1,0.28,0.46
USDJPY,6,2,7,0.2,0.26,0.44
USDJPY,6,2,8,0.3,0.27,0.44
USDJPY,6,2,9,0.4,0.25,0.44
USDJPY,6,2,10,0.5,0.29,0.49
USDJPY,6,3,11,1.0,0.27,0.45
USDJPY,6,3,12,1.5,0.27,0.47
USDJPY,6,3,13,2.0,0.29,0.55
USDJPY,7,1,1,0.01,0.38,0.65
USDJPY,7,1,2,0.02,0.40,0.65
USDJPY,7,1,3,0.03,0.26,0.66
USDJPY,7,1,4,0.04,0.32,0.59
USDJPY,7,1,5,0.05,0.40,0.65
USDJPY,7,2,6,0.1,0.30,0.45
USDJPY,7,2,7,0.2,0.29,0.45
USDJPY,7,2,8,0.3,0.25,0.45
USDJPY,7,2,9,0.4,0.23,0.41
USDJPY,7,2,10,0.5,0.25,0.44
USDJPY,7,3,11,1.0,0.27,0.42
USDJPY,7,3,12,1.5,0.25,0.48
USDJPY,7,3,13,2.0,0.30,0.48
USDJPY,7,3,14,2.5,0.48,0.72
USDJPY,7,3,15,3.0,0.48,0.75
