Pair,Horizon,Magnitude,Position,Threshold,Low,High
GBPUSD,3,2,8,0.3,0.29,0.52
GBPUSD,3,2,9,0.4,0.28,0.51
GBPUSD,3,2,10,0.5,0.28,0.51
GBPUSD,3,3,11,1.0,0.34,0.57
GBPUSD,3,3,12,1.5,0.45,0.74
GBPUSD,4,1,1,0.01,0.38,0.71
GBPUSD,4,1,2,0.02,0.37,0.73
GBPUSD,4,1,3,0.03,0.42,0.72
GBPUSD,4,1,4,0.04,0.45,0.74
GBPUSD,4,1,5,0.05,0.44,0.74
GBPUSD,4,2,6,0.1,0.27,0.48
GBPUSD,4,2,7,0.2,0.21,0.47
GBPUSD,4,2,8,0.3,0.24,0.51
GBPUSD,4,2,9,0.4,0.21,0.55
GBPUSD,4,2,10,0.5,0.28,0.50
GBPUSD,4,3,11,1.0,0.34,0.56
GBPUSD,4,3,12,1.5,0.27,0.55
GBPUSD,5,1,1,0.01,0.32,0.70
GBPUSD,5,1,2,0.02,0.31,0.69
GBPUSD,5,1,3,0.03,0.34,0.68
GBPUSD,5,1,4,0.04,0.39,0.67
GBPUSD,5,1,5,0.05,0.17,0.70
GBPUSD,5,2,6,0.1,0.21,0.44
GBPUSD,5,2,7,0.2,0.24,0.49
GBPUSD,5,2,8,0.3,0.21,0.50
GBPUSD,5,2,9,0.4,0.17,0.54
GBPUSD,5,2,10,0.5,0.19,0.50
GBPUSD,5,3,11,1.0,0.16,0.51
GBPUSD,5,3,12,1.5,0.38,0.58
GBPUSD,5,3,13,2.0,0.39,0.69
GBPUSD,6,1,1,0.01,0.33,0.68
GBPUSD,6,1,2,0.02,0.31,0.67
GBPUSD,6,1,3,0.03,0.31,0.68
GBPUSD,6,1,4,0.04,0.31,0.65
GBPUSD,6,1,5,0.05,0.37,0.68
GBPUSD,6,2,6,0.1,0.22,0.39
GBPUSD,6,2,7,0.2,0.18,0.43
GBPUSD,6,2,8,0.3,0.16,0.48
GBPUSD,6,2,9,0.4,0.21,0.46
GBPUSD,6,2,10,0.5,0.23,0.50
GBPUSD,6,3,11,1.0,0.22,0.47
GBPUSD,6,3,12,1.5,0.22,0.52
GBPUSD,6,3,13,2.0,0.25,0.51
GBPUSD,6,3,14,2.5,0.32,0.63
GBPUSD,7,1,1,0.01,0.29,0.66
GBPUSD,7,1,2,0.02,0.32,0.61
GBPUSD,7,1,3,0.03,0.37,0.62
GBPUSD,7,1,4,0.04,0.25,0.65
GBPUSD,7,1,5,0.05,0.30,0.67
GBPUSD,7,2,6,0.1,0.17,0.44
GBPUSD,7,2,7,0.2,0.18,0.47
GBPUSD,7,2,8,0.3,0.21,0.43
GBPUSD,7,2,9,0.4,0.16,0.42
GBPUSD,7,2,10,0.5,0.20,0.42
GBPUSD,7,3,11,1.0,0.23,0.44
GBPUSD,7,3,12,1.5,0.23,0.48
GBPUSD,7,3,13,2.0,0.23,0.53
GBPUSD,7,3,14,2.5,0.21,0.52
GBPUSD,7,3,15,3.0,0.39,0.67
NZDUSD,1,1,1,0.01,0.90,0.96
NZDUSD,1,1,2,0.02,0.90,0.97
NZDUSD,1,1,3,0.03,0.41,0.58
NZDUSD,1,1,4,0.04,0.39,0.59
NZDUSD,1,1,5,0.05,0.37,0.60
NZDUSD,1,2,6,0.1,0.41,0.63
NZDUSD,1,2,7,0.2,0.37,0.61
NZDUSD,1,2,8,0.3,0.29,0.60
NZDUSD,1,2,9,0.4,0.39,0.60
NZDUSD,1,2,10,0.5,0.46,0.63
NZDUSD,2,1,1,0.01,0.51,0.81
NZDUSD,2,1,2,0.02,0.45,0.83
NZDUSD,2,1,3,0.03,0.51,0.83
NZDUSD,2,1,4,0.04,0.48,0.85
NZDUSD,2,1,5,0.05,0.28,0.51
NZDUSD,2,2,6,0.1,0.25,0.55
NZDUSD,2,2,7,0.2,0.23,0.53
NZDUSD,2,2,8,0.3,0.23,0.56
NZDUSD,2,2,9,0.4,0.22,0.56
NZDUSD,2,2,10,0.5,0.31,0.55
NZDUSD,2,3,11,1.0,0.37,0.65
NZDUSD,3,1,1,0.01,0.44,0.74
NZDUSD,3,1,2,0.02,0.43,0.78
NZDUSD,3,1,3,0.03,0.38,0.74
NZDUSD,3,1,4,0.04,0.47,0.76
NZDUSD,3,1,5,0.05,0.24,0.46
NZDUSD,3,2,6,0.1,0.21,0.53
NZDUSD,3,2,7,0.2,0.30,0.49
NZDUSD,3,2,8,0.3,0.23,0.49
NZDUSD,3,2,9,0.4,0.28,0.50
NZDUSD,3,2,10,0.5,0.23,0.54
NZDUSD,3,3,11,1.0,0.38,0.58
NZDUSD,3,3,12,1.5,0.36,0.56
NZDUSD,4,1,1,0.01,0.38,0.72
NZDUSD,4,1,2,0.02,0.34,0.72
NZDUSD,4,1,3,0.03,0.38,0.73
NZDUSD,4,1,4,0.04,0.33,0.72
NZDUSD,4,1,5,0.05,0.40,0.74
NZDUSD,4,2,6,0.1,0.23,0.45
NZDUSD,4,2,7,0.2,0.22,0.47
NZDUSD,4,2,8,0.3,0.23,0.48
NZDUSD,4,2,9,0.4,0.27,0.44
NZDUSD,4,2,10,0.5,0.22,0.47
NZDUSD,4,3,11,1.0,0.27,0.49
NZDUSD,4,3,12,1.5,0.38,0.57
NZDUSD,4,3,13,2.0,0.38,0.70
NZDUSD,5,1,1,0.01,0.30,0.69
NZDUSD,5,1,2,0.02,0.31,0.69
NZDUSD,5,1,3,0.03,0.34,0.72
NZDUSD,5,1,4,0.04,0.29,0.70
NZDUSD,5,1,5,0.05,0.38,0.71
NZDUSD,5,2,6,0.1,0.21,0.50
NZDUSD,5,2,7,0.2,0.22,0.47
NZDUSD,5,2,8,0.3,0.17,0.47
NZDUSD,5,2,9,0.4,0.17,0.46
NZDUSD,5,2,10,0.5,0.21,0.52
NZDUSD,5,3,11,1.0,0.29,0.55
NZDUSD,5,3,12,1.5,0.24,0.56
NZDUSD,5,3,13,2.0,0.36,0.58
NZDUSD,6,1,1,0.01,0.29,0.65
NZDUSD,6,1,2,0.02,0.37,0.65
NZDUSD,6,1,3,0.03,0.38,0.66
NZDUSD,6,1,4,0.04,0.35,0.69
NZDUSD,6,1,5,0.05,0.36,0.65
NZDUSD,6,2,6,0.1,0.29,0.65
NZDUSD,6,2,7,0.2,0.17,0.40
NZDUSD,6,2,8,0.3,0.14,0.45
NZDUSD,6,2,9,0.4,0.17,0.42
NZDUSD,6,2,10,0.5,0.20,0.42
NZDUSD,6,3,11,1.0,0.23,0.44
NZDUSD,6,3,12,1.5,0.19,0.47
NZDUSD,6,3,13,2.0,0.22,0.54
NZDUSD,6,3,14,2.5,0.18,0.55
NZDUSD,6,3,15,3.0,0.33,0.56
NZDUSD,7,1,1,0.01,0.30,0.63
NZDUSD,7,1,2,0.02,0.28,0.64
NZDUSD,7,1,3,0.03,0.36,0.66
NZDUSD,7,1,4,0.04,0.36,0.66
NZDUSD,7,1,5,0.05,0.37,0.63
NZDUSD,7,2,6,0.1,0.25,0.66
NZDUSD,7,2,7,0.2,0.22,0.42
NZDUSD,7,2,8,0.3,0.15,0.41
NZDUSD,7,2,9,0.4,0.25,0.45
NZDUSD,7,2,10,0.5,0.19,0.44
NZDUSD,7,3,11,1.0,0.20,0.42
NZDUSD,7,3,12,1.5,0.21,0.47
NZDUSD,7,3,13,2.0,0.22,0.48
NZDUSD,7,3,14,2.5,0.22,0.44
NZDUSD,7,3,15,3.0,0.21,0.51
